Temperatura do ar ambiente,Rotação do motor - RPM,Carga calculada do motor,Ajuste de combustível de longo prazo - Banco 1,Temperatura do ar admitido - ACT,Temperatura do líquido de arrefecimento do motor - CTS,Ajuste de combustível de curto prazo - Banco 1,"Sonda lambda - Banco 1, sensor 2",Pressão barométrica,Tensão do módulo,Posição relativa da borboleta - TPS,Posição absoluta da borboleta - TPS,Posição absoluta da borboleta - Sensor B,"Sonda lambda - Banco 1, sensor 1","Ajuste de combustível de curto prazo - Banco 1, sensor 1",Pressão no coletor de admissão - MAP,Estado do sistema de combustível,Carga absoluta do motor,Nº de falhas na memória,Altitude
17 °C,741 rpm,24 %,0 %,41 °C,54 °C,5 %,0.47 V,920 mbar,14.15 V,1 %,12 %,12 %,0.09 V,7 %,320 mbar,Malha fechada null,18 %,6 null,765 m
17 °C,739 rpm,24 %,0 %,41 °C,54 °C,8 %,0.45 V,920 mbar,14.15 V,1 %,12 %,12 %,0.70 V,8 %,320 mbar,Malha fechada null,18 %,6 null,765 m
17 °C,741 rpm,24 %,0 %,41 °C,54 °C,8 %,0.46 V,920 mbar,14.15 V,1 %,12 %,12 %,0.76 V,8 %,320 mbar,Malha fechada null,18 %,6 null,765 m
17 °C,741 rpm,24 %,0 %,41 °C,54 °C,5 %,0.47 V,920 mbar,14.05 V,1 %,12 %,12 %,0.67 V,5 %,320 mbar,Malha fechada null,18 %,6 null,765 m
17 °C,739 rpm,24 %,0 %,41 °C,54 °C,7 %,0.46 V,920 mbar,14.15 V,1 %,12 %,12 %,0.12 V,8 %,320 mbar,Malha fechada null,18 %,6 null,765 m
17 °C,737 rpm,24 %,0 %,41 °C,54 °C,8 %,0.45 V,920 mbar,14.15 V,1 %,12 %,12 %,0.70 V,8 %,320 mbar,Malha fechada null,18 %,6 null,765 m
17 °C,740 rpm,24 %,0 %,41 °C,54 °C,8 %,0.47 V,920 mbar,13.96 V,1 %,12 %,12 %,0.77 V,6 %,320 mbar,Malha fechada null,18 %,6 null,765 m
17 °C,738 rpm,24 %,0 %,41 °C,54 °C,5 %,0.47 V,920 mbar,14.24 V,1 %,12 %,12 %,0.66 V,5 %,320 mbar,Malha fechada null,18 %,6 null,765 m
17 °C,740 rpm,24 %,0 %,41 °C,54 °C,7 %,0.46 V,920 mbar,14.15 V,1 %,12 %,12 %,0.11 V,7 %,320 mbar,Malha fechada null,18 %,6 null,765 m
17 °C,743 rpm,24 %,0 %,41 °C,54 °C,8 %,0.45 V,920 mbar,14.34 V,1 %,12 %,12 %,0.74 V,8 %,330 mbar,Malha fechada null,18 %,6 null,765 m
17 °C,740 rpm,24 %,0 %,41 °C,54 °C,8 %,0.47 V,920 mbar,14.05 V,1 %,12 %,12 %,0.76 V,5 %,330 mbar,Malha fechada null,18 %,6 null,765 m
17 °C,743 rpm,24 %,0 %,41 °C,54 °C,,,,,,,,,,,,,,765 m
17 °C,743 rpm,24 %,0 %,41 °C,54 °C,8 %,0.47 V,920 mbar,14.05 V,1 %,12 %,12 %,0.76 V,8 %,320 mbar,Malha fechada null,18 %,6 null,765 m
17 °C,738 rpm,24 %,0 %,41 °C,54 °C,5 %,0.47 V,920 mbar,14.05 V,1 %,12 %,12 %,0.74 V,5 %,320 mbar,Malha fechada null,18 %,6 null,765 m
17 °C,734 rpm,24 %,0 %,41 °C,,,,,,,,,,,,,,,765 m
17 °C,733 rpm,24 %,0 %,41 °C,54 °C,8 %,0.47 V,920 mbar,14.24 V,1 %,12 %,12 %,0.75 V,5 %,320 mbar,Malha fechada null,18 %,6 null,765 m
17 °C,730 rpm,24 %,0 %,41 °C,54 °C,5 %,0.47 V,920 mbar,13.96 V,1 %,12 %,12 %,0.30 V,6 %,320 mbar,Malha fechada null,18 %,6 null,765 m
17 °C,727 rpm,24 %,0 %,41 °C,54 °C,7 %,0.46 V,920 mbar,14.15 V,1 %,12 %,12 %,0.29 V,8 %,320 mbar,Malha fechada null,18 %,6 null,765 m
17 °C,727 rpm,24 %,0 %,41 °C,55 °C,8 %,0.46 V,920 mbar,13.96 V,1 %,12 %,12 %,0.75 V,8 %,320 mbar,Malha fechada null,18 %,6 null,765 m
17 °C,730 rpm,24 %,0 %,41 °C,55 °C,8 %,0.47 V,920 mbar,14.15 V,1 %,12 %,12 %,0.74 V,5 %,,,,,765 m
17 °C,733 rpm,24 %,0 %,41 °C,55 °C,8 %,0.45 V,920 mbar,14.15 V,1 %,12 %,12 %,0.72 V,8 %,320 mbar,Malha fechada null,18 %,6 null,765 m
17 °C,732 rpm,24 %,0 %,41 °C,55 °C,8 %,0.47 V,920 mbar,14.24 V,1 %,12 %,12 %,0.75 V,8 %,320 mbar,Malha fechada null,18 %,6 null,765 m
17 °C,733 rpm,24 %,0 %,41 °C,55 °C,5 %,0.47 V,920 mbar,14.15 V,1 %,12 %,12 %,0.70 V,5 %,320 mbar,Malha fechada null,18 %,6 null,765 m
17 °C,729 rpm,24 %,0 %,41 °C,55 °C,6 %,0.47 V,920 mbar,14.24 V,1 %,12 %,12 %,0.11 V,6 %,320 mbar,Malha fechada null,18 %,6 null,765 m
17 °C,731 rpm,24 %,0 %,41 °C,55 °C,7 %,0.45 V,920 mbar,13.96 V,1 %,12 %,12 %,0.29 V,8 %,320 mbar,Malha fechada null,18 %,6 null,765 m
17 °C,730 rpm,24 %,0 %,41 °C,55 °C,8 %,0.46 V,920 mbar,14.15 V,1 %,12 %,12 %,0.75 V,8 %,320 mbar,Malha fechada null,18 %,6 null,765 m
17 °C,731 rpm,24 %,0 %,41 °C,55 °C,8 %,0.47 V,920 mbar,14.05 V,1 %,12 %,12 %,0.76 V,5 %,320 mbar,Malha fechada null,18 %,,765 m
,727 rpm,24 %,0 %,,55 °C,7 %,,,,,,,0.10 V,7 %,,,,,765 m
,729 rpm,24 %,0 %,,55 °C,7 %,,,,,,,0.19 V,8 %,,,,,765 m
,733 rpm,24 %,0 %,,55 °C,8 %,,,,,,,0.69 V,8 %,,,,,765 m
,729 rpm,24 %,0 %,,55 °C,8 %,,,,,,,0.72 V,8 %,,,,,765 m
,729 rpm,24 %,0 %,,55 °C,8 %,,,,,,,0.73 V,8 %,,,,,765 m
,732 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.74 V,8 %,,,,,765 m
,731 rpm,24 %,0 %,,55 °C,8 %,,,,,,,0.73 V,5 %,,,,,765 m
,734 rpm,24 %,0 %,,56 °C,5 %,,,,,,,0.74 V,5 %,,,,,765 m
,737 rpm,24 %,0 %,,56 °C,5 %,,,,,,,0.73 V,5 %,,,,,765 m
,729 rpm,24 %,0 %,,56 °C,5 %,,,,,,,0.66 V,5 %,,,,,765 m
,730 rpm,24 %,0 %,,56 °C,5 %,,,,,,,0.14 V,6 %,,,,,765 m
,730 rpm,24 %,0 %,,56 °C,6 %,,,,,,,0.09 V,7 %,,,,,765 m
,727 rpm,24 %,0 %,,56 °C,7 %,,,,,,,0.10 V,7 %,,,,,765 m
,728 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.19 V,8 %,,,,,765 m
,730 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.69 V,8 %,,,,,765 m
,732 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.73 V,8 %,,,,,765 m
,730 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.73 V,8 %,,,,,765 m
,733 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.73 V,8 %,,,,,765 m
,728 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.72 V,5 %,,,,,765 m
,728 rpm,24 %,0 %,,56 °C,5 %,,,,,,,0.73 V,5 %,,,,,765 m
,732 rpm,24 %,0 %,,56 °C,5 %,,,,,,,0.73 V,5 %,,,,,765 m
,732 rpm,24 %,0 %,,56 °C,5 %,,,,,,,0.63 V,5 %,,,,,765 m
,729 rpm,24 %,0 %,,56 °C,5 %,,,,,,,0.24 V,6 %,,,,,765 m
,723 rpm,24 %,0 %,,56 °C,6 %,,,,,,,0.09 V,6 %,,,,,765 m
,732 rpm,24 %,0 %,,56 °C,7 %,,,,,,,0.09 V,7 %,,,,,765 m
,736 rpm,24 %,0 %,,56 °C,7 %,,,,,,,0.11 V,7 %,,,,,765 m
,733 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.20 V,8 %,,,,,765 m
,734 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.64 V,8 %,,,,,765 m
,732 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.69 V,8 %,,,,,765 m
,735 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.73 V,8 %,,,,,765 m
,734 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.73 V,8 %,,,,,765 m
,726 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.74 V,8 %,,,,,765 m
,738 rpm,24 %,0 %,,56 °C,6 %,,,,,,,0.73 V,6 %,,,,,765 m
,730 rpm,24 %,0 %,,56 °C,5 %,,,,,,,0.72 V,5 %,,,,,765 m
,732 rpm,24 %,0 %,,56 °C,5 %,,,,,,,0.70 V,5 %,,,,,765 m
,733 rpm,24 %,0 %,,56 °C,5 %,,,,,,,0.30 V,7 %,,,,,765 m
,728 rpm,24 %,0 %,,56 °C,7 %,,,,,,,0.09 V,7 %,,,,,765 m
,729 rpm,24 %,0 %,,56 °C,7 %,,,,,,,0.10 V,8 %,,,,,765 m
,733 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.15 V,8 %,,,,,765 m
,731 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.69 V,8 %,,,,,765 m
,723 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.72 V,8 %,,,,,765 m
,729 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.73 V,8 %,,,,,765 m
,729 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.72 V,8 %,,,,,765 m
,731 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.74 V,8 %,,,,,765 m
,736 rpm,24 %,0 %,,56 °C,6 %,,,,,,,0.74 V,6 %,,,,,765 m
,726 rpm,24 %,0 %,,56 °C,5 %,,,,,,,0.72 V,5 %,,,,,765 m
,733 rpm,24 %,0 %,,56 °C,5 %,,,,,,,0.60 V,5 %,,,,,765 m
,725 rpm,24 %,0 %,,56 °C,7 %,,,,,,,0.10 V,7 %,,,,,765 m
,730 rpm,24 %,0 %,,56 °C,7 %,,,,,,,0.10 V,8 %,,,,,765 m
,734 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.20 V,8 %,,,,,765 m
,731 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.67 V,8 %,,,,,765 m
,730 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.72 V,8 %,,,,,765 m
,735 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.73 V,8 %,,,,,765 m
,730 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.73 V,8 %,,,,,765 m
,735 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.73 V,8 %,,,,,765 m
,732 rpm,24 %,0 %,,56 °C,5 %,,,,,,,0.74 V,5 %,,,,,765 m
,730 rpm,24 %,0 %,,56 °C,5 %,,,,,,,0.73 V,5 %,,,,,765 m
,730 rpm,24 %,0 %,,57 °C,5 %,,,,,,,0.65 V,5 %,,,,,765 m
,724 rpm,24 %,0 %,,57 °C,6 %,,,,,,,0.17 V,7 %,,,,,765 m
,724 rpm,24 %,0 %,,56 °C,7 %,,,,,,,0.09 V,7 %,,,,,765 m
,730 rpm,24 %,0 %,,56 °C,7 %,,,,,,,0.09 V,8 %,,,,,765 m
,736 rpm,24 %,0 %,,56 °C,8 %,,,,,,,0.30 V,8 %,,,,,765 m
,734 rpm,24 %,0 %,,57 °C,8 %,,,,,,,0.69 V,8 %,,,,,765 m
,730 rpm,24 %,0 %,,57 °C,8 %,,,,,,,0.70 V,8 %,,,,,765 m
,729 rpm,24 %,0 %,,57 °C,8 %,,,,,,,0.73 V,8 %,,,,,765 m
,726 rpm,24 %,0 %,,57 °C,8 %,,,,,,,0.73 V,8 %,,,,,765 m
,730 rpm,24 %,0 %,,57 °C,8 %,,,,,,,0.74 V,6 %,,,,,765 m
,725 rpm,24 %,0 %,,57 °C,5 %,,,,,,,0.74 V,5 %,,,,,765 m
,735 rpm,24 %,0 %,,57 °C,5 %,,,,,,,0.71 V,5 %,,,,,765 m
,727 rpm,24 %,0 %,,57 °C,5 %,,,,,,,0.62 V,5 %,,,,,765 m
,729 rpm,24 %,0 %,,57 °C,7 %,,,,,,,0.10 V,7 %,,,,,765 m
,728 rpm,24 %,0 %,,57 °C,7 %,,,,,,,0.09 V,7 %,,,,,765 m
,733 rpm,24 %,0 %,,57 °C,7 %,,,,,,,0.14 V,8 %,,,,,765 m
,732 rpm,24 %,0 %,,57 °C,8 %,,,,,,,0.26 V,8 %,,,,,765 m
,732 rpm,24 %,0 %,,57 °C,8 %,,,,,,,0.72 V,8 %,,,,,765 m
,732 rpm,24 %,0 %,,57 °C,8 %,,,,,,,0.73 V,8 %,,,,,765 m
,731 rpm,24 %,0 %,,57 °C,8 %,,,,,,,0.74 V,8 %,,,,,765 m
,724 rpm,24 %,0 %,,57 °C,8 %,,,,,,,0.73 V,8 %,,,,,765 m
